"Notes"	"County"	"County Code"	Avg Daily Max Air Temperature (C)	Avg Daily Min Air Temperature (C)
	"Wayne County, UT"	"49055"	14.86	5.34
	"Weber County, UT"	"49057"	12.86	3.75
	"Addison County, VT"	"50001"	11.41	3.84
	"Bennington County, VT"	"50003"	10.58	3.18
	"Caledonia County, VT"	"50005"	10.08	2.58
	"Chittenden County, VT"	"50007"	11.43	3.61
	"Essex County, VT"	"50009"	9.39	1.97
	"Franklin County, VT"	"50011"	10.76	3.46
	"Grand Isle County, VT"	"50013"	12.13	4.53
	"Lamoille County, VT"	"50015"	10.01	2.68
	"Orange County, VT"	"50017"	10.85	3.04
	"Orleans County, VT"	"50019"	9.81	2.58
	"Rutland County, VT"	"50021"	10.94	3.32
	"Washington County, VT"	"50023"	10.20	2.60
	"Windham County, VT"	"50025"	11.25	3.65
	"Windsor County, VT"	"50027"	11.12	3.35
	"Accomack County, VA"	"51001"	16.87	12.68
	"Albemarle County, VA"	"51003"	19.26	8.77
	"Alleghany County, VA"	"51005"	16.75	6.46
	"Amelia County, VA"	"51007"	20.54	9.43
	"Amherst County, VA"	"51009"	19.07	9.10
	"Appomattox County, VA"	"51011"	19.98	9.15
	"Arlington County, VA"	"51013"	18.41	8.73
	"Augusta County, VA"	"51015"	16.83	6.98
	"Bath County, VA"	"51017"	16.17	6.19
	"Bedford County, VA"	"51019"	19.14	8.98
	"Bland County, VA"	"51021"	15.68	6.33
	"Botetourt County, VA"	"51023"	17.98	7.88
	"Brunswick County, VA"	"51025"	21.02	9.78
	"Buchanan County, VA"	"51027"	17.11	8.04
	"Buckingham County, VA"	"51029"	20.05	9.12
	"Campbell County, VA"	"51031"	20.02	9.46
	"Caroline County, VA"	"51033"	19.71	9.00
	"Carroll County, VA"	"51035"	16.74	6.84
	"Charles City County, VA"	"51036"	20.64	9.42
	"Charlotte County, VA"	"51037"	20.51	9.60
	"Chesterfield County, VA"	"51041"	20.43	9.12
	"Clarke County, VA"	"51043"	17.79	8.08
	"Craig County, VA"	"51045"	16.61	6.51
	"Culpeper County, VA"	"51047"	19.02	8.85
	"Cumberland County, VA"	"51049"	20.42	9.28
	"Dickenson County, VA"	"51051"	17.00	7.98
	"Dinwiddie County, VA"	"51053"	20.71	9.59
	"Essex County, VA"	"51057"	19.70	9.25
	"Fairfax County, VA"	"51059"	18.51	8.55
	"Fauquier County, VA"	"51061"	18.55	8.51
	"Floyd County, VA"	"51063"	16.40	6.46
	"Fluvanna County, VA"	"51065"	19.99	8.86
	"Franklin County, VA"	"51067"	19.16	8.85
	"Frederick County, VA"	"51069"	17.18	7.53
	"Giles County, VA"	"51071"	16.11	5.91
	"Gloucester County, VA"	"51073"	19.71	10.86
	"Goochland County, VA"	"51075"	20.14	8.78
	"Grayson County, VA"	"51077"	15.21	6.20
	"Greene County, VA"	"51079"	16.93	7.44
	"Greensville County, VA"	"51081"	21.18	9.90
	"Halifax County, VA"	"51083"	20.76	9.71
	"Hanover County, VA"	"51085"	20.02	8.93
	"Henrico County, VA"	"51087"	20.33	8.97
	"Henry County, VA"	"51089"	19.85	9.53
	"Highland County, VA"	"51091"	14.45	5.03
	"Isle of Wight County, VA"	"51093"	20.71	10.48
	"James City County, VA"	"51095"	20.23	9.98
	"King and Queen County, VA"	"51097"	19.85	9.43
	"King George County, VA"	"51099"	19.44	8.75
	"King William County, VA"	"51101"	20.06	9.18
	"Lancaster County, VA"	"51103"	17.91	11.65
	"Lee County, VA"	"51105"	17.28	8.81
	"Loudoun County, VA"	"51107"	18.00	8.23
	"Louisa County, VA"	"51109"	19.72	8.66
	"Lunenburg County, VA"	"51111"	20.68	9.48
	"Madison County, VA"	"51113"	18.15	8.65
	"Mathews County, VA"	"51115"	18.33	12.22
	"Mecklenburg County, VA"	"51117"	21.12	9.83
	"Middlesex County, VA"	"51119"	19.38	10.70
	"Montgomery County, VA"	"51121"	17.06	6.99
	"Nelson County, VA"	"51125"	18.73	8.59
	"New Kent County, VA"	"51127"	20.33	9.25
	"Northampton County, VA"	"51131"	16.71	14.02
	"Northumberland County, VA"	"51133"	17.21	12.17
	"Nottoway County, VA"	"51135"	20.61	9.58
	"Orange County, VA"	"51137"	19.32	8.94
	"Page County, VA"	"51139"	16.97	7.46
	"Patrick County, VA"	"51141"	18.43	8.76
	"Pittsylvania County, VA"	"51143"	20.21	9.64
	"Powhatan County, VA"	"51145"	20.28	9.06
	"Prince Edward County, VA"	"51147"	20.45	9.64
	"Prince George County, VA"	"51149"	20.75	9.28
	"Prince William County, VA"	"51153"	18.75	8.66
	"Pulaski County, VA"	"51155"	17.12	6.95
	"Rappahannock County, VA"	"51157"	17.60	8.15
	"Richmond County, VA"	"51159"	19.33	9.69
	"Roanoke County, VA"	"51161"	17.97	8.00
	"Rockbridge County, VA"	"51163"	17.43	7.74
	"Rockingham County, VA"	"51165"	16.85	6.98
	"Russell County, VA"	"51167"	16.80	7.52
	"Scott County, VA"	"51169"	17.59	8.58
	"Shenandoah County, VA"	"51171"	17.18	7.49
	"Smyth County, VA"	"51173"	15.66	6.82
	"Southampton County, VA"	"51175"	21.14	9.98
	"Spotsylvania County, VA"	"51177"	19.46	8.88
	"Stafford County, VA"	"51179"	19.24	8.57
	"Surry County, VA"	"51181"	20.53	9.90
	"Sussex County, VA"	"51183"	20.88	9.58
	"Tazewell County, VA"	"51185"	15.73	6.68
	"Warren County, VA"	"51187"	17.22	7.84
	"Washington County, VA"	"51191"	17.00	7.72
	"Westmoreland County, VA"	"51193"	18.43	10.41
	"Wise County, VA"	"51195"	16.46	7.69
	"Wythe County, VA"	"51197"	16.40	6.79
	"York County, VA"	"51199"	19.49	11.32
	"Alexandria city, VA"	"51510"	18.83	8.84
	"Bedford city, VA"	"51515"	19.47	9.16
	"Bristol city, VA"	"51520"	18.08	9.01
	"Buena Vista city, VA"	"51530"	17.67	8.05
	"Charlottesville city, VA"	"51540"	19.66	9.21
	"Chesapeake city, VA"	"51550"	20.83	11.21
	"Clifton Forge city, VA"	"51560"	18.13	7.74
	"Colonial Heights city, VA"	"51570"	20.66	9.18
	"Covington city, VA"	"51580"	17.02	6.66
	"Danville city, VA"	"51590"	20.66	9.89
	"Emporia city, VA"	"51595"	21.19	9.87
	"Fairfax city, VA"	"51600"	18.38	8.41
	"Falls Church city, VA"	"51610"	18.33	8.52
	"Franklin city, VA"	"51620"	21.27	10.23
	"Fredericksburg city, VA"	"51630"	19.50	8.84
	"Galax city, VA"	"51640"	16.67	6.95
	"Hampton city, VA"	"51650"	18.94	12.67
	"Harrisonburg city, VA"	"51660"	17.56	7.61
	"Hopewell city, VA"	"51670"	20.66	9.11
	"Lexington city, VA"	"51678"	18.25	8.68
	"Lynchburg city, VA"	"51680"	19.71	9.70
	"Manassas city, VA"	"51683"	18.75	8.61
	"Manassas Park city, VA"	"51685"	18.57	8.69
	"Martinsville city, VA"	"51690"	20.05	9.63
	"Newport News city, VA"	"51700"	19.65	11.23
	"Norfolk city, VA"	"51710"	19.50	12.29
	"Norton city, VA"	"51720"	15.62	6.87
	"Petersburg city, VA"	"51730"	20.75	9.24
	"Poquoson city, VA"	"51735"	18.13	13.18
	"Portsmouth city, VA"	"51740"	20.67	11.29
	"Radford city, VA"	"51750"	17.50	7.26
	"Richmond city, VA"	"51760"	20.28	9.04
	"Roanoke city, VA"	"51770"	19.01	8.90
	"Salem city, VA"	"51775"	18.39	8.47
	"South Boston  city, VA"	"51780"	20.86	9.74
	"Staunton city, VA"	"51790"	17.55	7.70
	"Suffolk city, VA"	"51800"	21.08	10.51
	"Virginia Beach city, VA"	"51810"	19.98	12.18
	"Waynesboro city, VA"	"51820"	17.59	8.01
	"Williamsburg city, VA"	"51830"	20.09	10.39
	"Winchester city, VA"	"51840"	17.41	7.75
	"Adams County, WA"	"53001"	15.84	6.28
	"Asotin County, WA"	"53003"	14.10	5.18
	"Benton County, WA"	"53005"	17.68	7.50
	"Chelan County, WA"	"53007"	9.60	1.23
	"Clallam County, WA"	"53009"	10.85	4.70
	"Clark County, WA"	"53011"	14.76	6.57
	"Columbia County, WA"	"53013"	13.93	5.40
	"Cowlitz County, WA"	"53015"	13.07	4.29
	"Douglas County, WA"	"53017"	14.17	4.87
	"Ferry County, WA"	"53019"	11.47	2.03
	"Franklin County, WA"	"53021"	17.48	7.06
	"Garfield County, WA"	"53023"	13.93	5.17
	"Grant County, WA"	"53025"	16.28	6.42
	"Grays Harbor County, WA"	"53027"	13.01	6.18
	"Island County, WA"	"53029"	12.55	7.68
	"Jefferson County, WA"	"53031"	10.01	3.74
	"King County, WA"	"53033"	11.65	4.16
	"Kitsap County, WA"	"53035"	14.50	6.21
	"Kittitas County, WA"	"53037"	11.67	2.66
	"Klickitat County, WA"	"53039"	14.52	5.63
	"Lewis County, WA"	"53041"	11.87	3.60
	"Lincoln County, WA"	"53043"	14.30	5.00
	"Mason County, WA"	"53045"	12.94	4.63
	"Okanogan County, WA"	"53047"	9.96	1.26
	"Pacific County, WA"	"53049"	13.06	6.16
	"Pend Oreille County, WA"	"53051"	11.12	1.68
	"Pierce County, WA"	"53053"	10.94	2.85
	"San Juan County, WA"	"53055"	10.50	8.89
	"Skagit County, WA"	"53057"	9.33	3.20
	"Skamania County, WA"	"53059"	10.74	2.77
	"Snohomish County, WA"	"53061"	10.14	3.34
	"Spokane County, WA"	"53063"	13.69	4.15
	"Stevens County, WA"	"53065"	12.66	2.80
	"Thurston County, WA"	"53067"	14.30	5.32
	"Wahkiakum County, WA"	"53069"	13.83	5.72
	"Walla Walla County, WA"	"53071"	16.96	7.44
	"Whatcom County, WA"	"53073"	8.74	1.59
	"Whitman County, WA"	"53075"	14.89	5.80
	"Yakima County, WA"	"53077"	12.68	3.71
	"Barbour County, WV"	"54001"	15.60	7.03
	"Berkeley County, WV"	"54003"	17.30	7.47
	"Boone County, WV"	"54005"	17.14	8.15
	"Braxton County, WV"	"54007"	16.76	8.08
	"Brooke County, WV"	"54009"	15.33	6.02
	"Cabell County, WV"	"54011"	18.05	8.41
	"Calhoun County, WV"	"54013"	17.18	7.83
	"Clay County, WV"	"54015"	17.00	8.26
	"Doddridge County, WV"	"54017"	16.58	7.46
	"Fayette County, WV"	"54019"	15.77	7.28
	"Gilmer County, WV"	"54021"	17.10	7.84
	"Grant County, WV"	"54023"	15.64	6.12
	"Greenbrier County, WV"	"54025"	14.99	5.64
	"Hampshire County, WV"	"54027"	16.56	6.95
	"Hancock County, WV"	"54029"	15.20	5.86
	"Hardy County, WV"	"54031"	16.10	6.26
	"Harrison County, WV"	"54033"	16.31	7.63
	"Jackson County, WV"	"54035"	17.60	7.95
	"Jefferson County, WV"	"54037"	17.54	7.71
	"Kanawha County, WV"	"54039"	17.53	8.33
	"Lewis County, WV"	"54041"	16.56	8.09
	"Lincoln County, WV"	"54043"	18.02	8.51
	"Logan County, WV"	"54045"	17.37	8.36
	"McDowell County, WV"	"54047"	16.93	7.78
	"Marion County, WV"	"54049"	16.00	7.15
	"Marshall County, WV"	"54051"	15.70	6.75
	"Mason County, WV"	"54053"	17.88	8.14
	"Mercer County, WV"	"54055"	15.88	6.14
	"Mineral County, WV"	"54057"	16.30	7.25
	"Mingo County, WV"	"54059"	17.81	8.59
	"Monongalia County, WV"	"54061"	15.76	7.01
	"Monroe County, WV"	"54063"	16.42	6.28
	"Morgan County, WV"	"54065"	16.83	7.22
	"Nicholas County, WV"	"54067"	15.11	7.16
	"Ohio County, WV"	"54069"	15.52	6.49
	"Pendleton County, WV"	"54071"	14.69	5.21
	"Pleasants County, WV"	"54073"	16.88	7.40
	"Pocahontas County, WV"	"54075"	13.46	4.56
	"Preston County, WV"	"54077"	14.48	6.31
	"Putnam County, WV"	"54079"	17.96	8.51
	"Raleigh County, WV"	"54081"	15.81	7.08
	"Randolph County, WV"	"54083"	13.38	5.05
	"Ritchie County, WV"	"54085"	16.93	7.50
	"Roane County, WV"	"54087"	17.36	8.02
	"Summers County, WV"	"54089"	16.41	6.66
	"Taylor County, WV"	"54091"	15.84	7.17
	"Tucker County, WV"	"54093"	13.39	4.92
	"Tyler County, WV"	"54095"	16.54	7.39
	"Upshur County, WV"	"54097"	15.55	7.40
	"Wayne County, WV"	"54099"	18.11	8.48
	"Webster County, WV"	"54101"	14.54	6.55
	"Wetzel County, WV"	"54103"	15.92	6.99
	"Wirt County, WV"	"54105"	17.21	7.78
	"Wood County, WV"	"54107"	17.19	7.69
	"Wyoming County, WV"	"54109"	16.71	7.72
	"Adams County, WI"	"55001"	12.50	2.29
	"Ashland County, WI"	"55003"	10.23	1.75
	"Barron County, WI"	"55005"	11.46	1.20
	"Bayfield County, WI"	"55007"	10.28	1.47
	"Brown County, WI"	"55009"	12.16	3.55
	"Buffalo County, WI"	"55011"	12.63	1.91
	"Burnett County, WI"	"55013"	11.63	1.06
	"Calumet County, WI"	"55015"	12.42	3.25
	"Chippewa County, WI"	"55017"	11.95	1.34
	"Clark County, WI"	"55019"	11.84	1.58
	"Columbia County, WI"	"55021"	12.93	2.79
	"Crawford County, WI"	"55023"	13.23	2.62
	"Dane County, WI"	"55025"	13.13	3.01
	"Dodge County, WI"	"55027"	12.87	3.00
	"Door County, WI"	"55029"	10.08	5.36
	"Douglas County, WI"	"55031"	10.89	0.83
	"Dunn County, WI"	"55033"	12.20	1.70
	"Eau Claire County, WI"	"55035"	12.25	1.52
	"Florence County, WI"	"55037"	10.65	1.49
	"Fond du Lac County, WI"	"55039"	12.56	2.99
	"Forest County, WI"	"55041"	10.49	1.35
	"Grant County, WI"	"55043"	13.37	2.98
	"Green County, WI"	"55045"	13.43	3.30
	"Green Lake County, WI"	"55047"	12.84	2.72
	"Iowa County, WI"	"55049"	13.03	2.77
	"Iron County, WI"	"55051"	9.68	1.34
	"Jackson County, WI"	"55053"	12.39	1.92
	"Jefferson County, WI"	"55055"	13.33	3.43
	"Juneau County, WI"	"55057"	12.50	2.63
	"Kenosha County, WI"	"55059"	13.25	5.34
	"Kewaunee County, WI"	"55061"	10.52	5.10
	"La Crosse County, WI"	"55063"	12.78	2.61
	"Lafayette County, WI"	"55065"	13.43	3.34
	"Langlade County, WI"	"55067"	10.75	1.62
	"Lincoln County, WI"	"55069"	10.88	1.69
	"Manitowoc County, WI"	"55071"	10.90	5.09
	"Marathon County, WI"	"55073"	11.41	1.83
	"Marinette County, WI"	"55075"	11.39	3.09
	"Marquette County, WI"	"55077"	12.80	2.55
	"Menominee County, WI"	"55078"	11.78	2.45
	"Milwaukee County, WI"	"55079"	12.66	5.64
	"Monroe County, WI"	"55081"	12.33	2.74
	"Oconto County, WI"	"55083"	12.04	3.08
	"Oneida County, WI"	"55085"	10.50	1.09
	"Outagamie County, WI"	"55087"	12.58	3.01
	"Ozaukee County, WI"	"55089"	12.19	5.51
	"Pepin County, WI"	"55091"	12.73	1.98
	"Pierce County, WI"	"55093"	12.33	1.55
	"Polk County, WI"	"55095"	11.60	1.35
	"Portage County, WI"	"55097"	11.91	2.30
	"Price County, WI"	"55099"	10.60	1.03
	"Racine County, WI"	"55101"	13.09	5.10
	"Richland County, WI"	"55103"	12.93	2.66
	"Rock County, WI"	"55105"	13.67	3.67
	"Rusk County, WI"	"55107"	11.35	1.06
	"St. Croix County, WI"	"55109"	12.02	1.51
	"Sauk County, WI"	"55111"	12.81	2.71
	"Sawyer County, WI"	"55113"	10.74	0.72
	"Shawano County, WI"	"55115"	12.05	2.42
	"Sheboygan County, WI"	"55117"	11.93	4.45
	"Taylor County, WI"	"55119"	11.14	1.28
	"Trempealeau County, WI"	"55121"	12.61	1.98
	"Vernon County, WI"	"55123"	12.65	2.61
	"Vilas County, WI"	"55125"	10.08	0.83
	"Walworth County, WI"	"55127"	13.42	3.89
	"Washburn County, WI"	"55129"	11.12	0.74
	"Washington County, WI"	"55131"	12.35	3.86
	"Waukesha County, WI"	"55133"	12.92	3.97
	"Waupaca County, WI"	"55135"	12.39	2.66
	"Waushara County, WI"	"55137"	12.48	2.46
	"Winnebago County, WI"	"55139"	12.81	2.92
	"Wood County, WI"	"55141"	12.11	1.96
	"Albany County, WY"	"56001"	10.62	0.57
	"Big Horn County, WY"	"56003"	10.95	2.40
	"Campbell County, WY"	"56005"	13.71	3.30
	"Carbon County, WY"	"56007"	10.18	0.39
	"Converse County, WY"	"56009"	13.23	2.98
	"Crook County, WY"	"56011"	12.96	3.09
	"Fremont County, WY"	"56013"	9.67	0.15
	"Goshen County, WY"	"56015"	16.22	4.73
	"Hot Springs County, WY"	"56017"	11.26	1.98
	"Johnson County, WY"	"56019"	12.04	2.20
	"Laramie County, WY"	"56021"	14.69	3.71
	"Lincoln County, WY"	"56023"	8.28	-0.91
	"Natrona County, WY"	"56025"	12.09	2.02
	"Niobrara County, WY"	"56027"	14.63	4.16
	"Park County, WY"	"56029"	6.75	-2.23
	"Platte County, WY"	"56031"	15.35	4.32
	"Sheridan County, WY"	"56033"	11.46	2.15
	"Sublette County, WY"	"56035"	6.88	-2.24
	"Sweetwater County, WY"	"56037"	10.29	0.84
	"Teton County, WY"	"56039"	5.74	-3.72
	"Uinta County, WY"	"56041"	9.05	-0.38
	"Washakie County, WY"	"56043"	12.36	3.25
	"Weston County, WY"	"56045"	13.70	3.41
"Total"			17.19	6.73
"---"
"Dataset: North America Land Data Assimilation System (NLDAS) Daily Air Temperatures and Heat Index (1979-2011)"
"Query Parameters:"
"Dates: Jan 01, 2008 to Dec 31, 2011"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/nldas.html for more information."
"---"
"Query Date: May 6, 2020 4:49:11 PM"
"---"
"Suggested Citation: North America Land Data Assimilation System (NLDAS) Daily Air Temperatures and Heat Index, years 1979-2011"
"on CDC WONDER Online Database, released 2013. Accessed at http://wonder.cdc.gov/NASA-NLDAS.html on May 6, 2020 4:49:11 PM"
